name,month,day,time,year,timeZone,insertions,deletions
Kristian Høgsberg,Oct,12,17:24:20,2010,-400,494,0
Kristian Høgsberg,Oct,12,15:48:29,2010,-400,2,0
Kristian Høgsberg,Oct,12,13:53:13,2010,-400,1,0
Kristian Høgsberg,Oct,8,9:32:55,2010,-400,5,0
Kristian Høgsberg,Oct,8,8:58:51,2010,-400,1,0
Kristian Høgsberg,Oct,6,21:17:40,2010,-400,46,0
Kristian Høgsberg,Sep,24,10:01:18,2010,-400,5,0
Kristian Høgsberg,Sep,17,9:04:46,2010,-400,1,0
Kristian Høgsberg,Sep,16,9:10:17,2010,-400,0,0
Kristian Høgsberg,Sep,14,16:23:24,2010,-400,27,0
Kristian Høgsberg,Sep,14,15:53:32,2010,-400,19,0
Kristian Høgsberg,Sep,14,15:52:43,2010,-400,5,0
Kristian Høgsberg,Sep,14,15:39:45,2010,-400,13,0
Kristian Høgsberg,Sep,14,13:44:37,2010,-400,0,0
Kristian Høgsberg,Sep,14,12:41:26,2010,-400,92,0
Kristian Høgsberg,Sep,14,11:25:55,2010,-400,46,0
Kristian Høgsberg,Sep,14,11:13:18,2010,-400,4077,0
Kristian Høgsberg,Sep,14,10:45:00,2010,-400,3309,0
Kristian Høgsberg,Sep,13,16:23:52,2010,-400,0,0
Kristian Høgsberg,Sep,10,8:51:09,2010,-400,0,0
Kristian Høgsberg,Sep,7,22:15:22,2010,-400,1,0
Kristian Høgsberg,Sep,7,22:06:54,2010,-400,1,0
Kristian Høgsberg,Sep,7,22:01:32,2010,-400,0,0
Kristian Høgsberg,Sep,7,21:50:06,2010,-400,0,0
Kristian Høgsberg,Sep,7,21:40:31,2010,-400,1,0
Kristian Høgsberg,Sep,7,21:34:45,2010,-400,13,0
Kristian Høgsberg,Sep,7,21:08:59,2010,-400,75,0
Kristian Høgsberg,Sep,7,20:57:40,2010,-400,41,0
Kristian Høgsberg,Sep,7,17:03:17,2010,-400,12,0
Kristian Høgsberg,Sep,7,17:00:34,2010,-400,51,0
Kristian Høgsberg,Sep,7,15:51:41,2010,-400,26,0
Kristian Høgsberg,Sep,7,15:33:56,2010,-400,3,0
Kristian Høgsberg,Sep,7,15:26:39,2010,-400,12,0
Kristian Høgsberg,Sep,7,10:58:19,2010,-400,0,0
Kristian Høgsberg,Sep,7,10:58:03,2010,-400,6,0
Kristian Høgsberg,Sep,3,22:04:35,2010,-400,30,0
Kristian Høgsberg,Sep,3,15:15:33,2010,-400,16,0
Kristian Høgsberg,Sep,3,14:46:38,2010,-400,187,0
Kristian Høgsberg,Sep,2,20:55:16,2010,-400,22,0
Kristian Høgsberg,Sep,2,20:27:16,2010,-400,24,0
Kristian Høgsberg,Sep,2,20:22:42,2010,-400,408,0
Kristian Høgsberg,Sep,1,17:18:33,2010,-400,1,0
Kristian Høgsberg,Aug,30,9:47:36,2010,-400,105,0
Kristian Høgsberg,Aug,30,8:21:44,2010,-400,0,0
Kristian Høgsberg,Aug,29,21:33:39,2010,-400,8,0
Kristian Høgsberg,Aug,29,21:12:25,2010,-400,0,0
Kristian Høgsberg,Aug,27,22:18:00,2010,-400,48,0
Kristian Høgsberg,Aug,27,22:17:13,2010,-400,4,0
Kristian Høgsberg,Aug,27,22:16:50,2010,-400,8,0
Kristian Høgsberg,Aug,27,20:29:56,2010,-400,52,0
Kristian Høgsberg,Aug,26,21:49:44,2010,-400,11,0
Kristian Høgsberg,Aug,26,17:44:31,2010,-400,106,0
Kristian Høgsberg,Aug,26,12:13:43,2010,-400,1,0
Kristian Høgsberg,Aug,25,17:11:29,2010,-400,2,0
Kristian Høgsberg,Aug,25,16:34:05,2010,-400,54,0
Kristian Høgsberg,Aug,25,13:38:40,2010,-400,2,0
Kristian Høgsberg,Aug,24,17:34:23,2010,-400,17,0
Kristian Høgsberg,Aug,24,17:34:15,2010,-400,2,0
Kristian Høgsberg,Aug,19,17:26:02,2010,-400,9,0
Kristian Høgsberg,Aug,18,20:45:43,2010,-400,0,0
Kristian Høgsberg,Aug,18,20:31:06,2010,-400,0,0
Kristian Høgsberg,Aug,18,15:28:04,2010,-400,127,0
Kristian Høgsberg,Aug,17,21:23:10,2010,-400,46,0
Kristian Høgsberg,Aug,18,14:51:26,2010,-400,0,0
Kristian Høgsberg,Aug,17,13:50:06,2010,-400,11,0
Kristian Høgsberg,Aug,17,13:14:24,2010,-400,9,0
Kristian Høgsberg,Aug,16,21:08:52,2010,-400,0,0
Kristian Høgsberg,Aug,16,17:47:07,2010,-400,22,0
Kristian Høgsberg,Aug,16,17:46:25,2010,-400,0,0
Kristian Høgsberg,Aug,16,16:45:36,2010,-400,0,0
Kristian Høgsberg,Aug,16,16:43:03,2010,-400,16,0
Kristian Høgsberg,Aug,16,16:24:19,2010,-400,54,0
Kristian Høgsberg,Aug,16,16:17:42,2010,-400,301,0
Kristian Høgsberg,Aug,16,16:08:12,2010,-400,104,0
Kristian Høgsberg,Aug,16,10:38:29,2010,-400,82,0
Kristian Høgsberg,Aug,13,10:39:57,2010,-400,18,0
Kristian Høgsberg,Aug,11,8:56:47,2010,-400,4,0
Kristian Høgsberg,Aug,10,14:12:05,2010,-400,616,0
Kristian Høgsberg,Aug,10,14:02:48,2010,-400,234,0
Kristian Høgsberg,Aug,10,10:53:44,2010,-400,80,0
Kristian Høgsberg,Aug,10,10:07:26,2010,-400,0,0
Kristian Høgsberg,Aug,9,22:11:47,2010,-400,10,0
Kristian Høgsberg,Aug,9,21:25:50,2010,-400,180,0
Kristian Høgsberg,Aug,9,14:43:33,2010,-400,188,0
Kristian Høgsberg,Aug,9,14:34:11,2010,-400,31,0
Kristian Høgsberg,Aug,6,15:12:22,2010,-400,10,0
Kristian Høgsberg,Aug,5,17:44:31,2010,-400,12,0
Kristian Høgsberg,Aug,4,23:21:41,2010,-400,8,0
Kristian Høgsberg,Aug,4,22:44:55,2010,-400,119,0
Kristian Høgsberg,Aug,3,9:26:44,2010,-400,289,0
Kristian Høgsberg,Aug,2,12:45:38,2010,-400,1,0
Kristian Høgsberg,Jul,30,10:58:26,2010,-400,1,0
Kristian Høgsberg,Jul,29,15:43:46,2010,-400,1,0
Kristian Høgsberg,Jul,29,15:01:01,2010,-400,2,0
Kristian Høgsberg,Jul,29,14:48:13,2010,-400,2,0
Kristian Høgsberg,Jul,29,0:02:58,2010,-400,15,0
Kristian Høgsberg,Jul,28,23:50:12,2010,-400,5,0
Kristian Høgsberg,Jul,28,23:47:54,2010,-400,6,0
Kristian Høgsberg,Jul,28,23:47:16,2010,-400,1,0
Kristian Høgsberg,Jul,28,22:52:28,2010,-400,58,0
Kristian Høgsberg,Jul,28,22:52:06,2010,-400,8,0
Kristian Høgsberg,Jul,20,17:06:19,2010,-400,91,0
Kristian Høgsberg,Jul,12,17:06:06,2010,-400,3,0
Kristian Høgsberg,Jul,8,20:15:10,2010,-400,36,0
Kristian Høgsberg,Jul,7,9:51:11,2010,-400,6,0
Kristian Høgsberg,Jul,7,9:37:41,2010,-400,97,0
Kristian Høgsberg,Jul,2,15:12:02,2010,-400,10,0
Kristian Høgsberg,Jun,25,18:58:24,2010,-400,75,0
Kristian Høgsberg,Jun,25,16:51:57,2010,-400,5,0
Kristian Høgsberg,Jun,25,16:50:05,2010,-400,120,0
Kristian Høgsberg,Jun,25,11:19:22,2010,-400,35,0
Kristian Høgsberg,Jun,15,17:16:35,2010,-400,85,0
Kristian Høgsberg,Jun,15,16:18:58,2010,-400,21,0
Kristian Høgsberg,Jun,14,23:52:50,2010,-400,89,0
Kristian Høgsberg,Jun,14,23:22:15,2010,-400,117,0
Kristian Høgsberg,Jun,14,21:03:11,2010,-400,10,0
Kristian Høgsberg,Jun,14,20:25:06,2010,-400,42,0
Kristian Høgsberg,Jun,14,12:53:43,2010,-400,10,0
Kristian Høgsberg,Jun,14,11:54:00,2010,-400,182,0
Kristian Høgsberg,Jun,11,12:56:24,2010,-400,832,0
Kristian Høgsberg,Jun,11,11:25:29,2010,-400,14,0
Kristian Høgsberg,Jun,10,13:53:19,2010,-400,40,0
Kristian Høgsberg,Jun,10,13:48:44,2010,-400,0,0
Kristian Høgsberg,Jun,10,13:43:51,2010,-400,69,0
Kristian Høgsberg,Jun,10,13:05:48,2010,-400,56,0
Kristian Høgsberg,Jun,8,20:34:11,2010,-400,161,0
Kristian Høgsberg,Jun,8,16:00:55,2010,-400,1,0
Kristian Høgsberg,Jun,8,15:41:20,2010,-400,16,0
Kristian Høgsberg,Jun,8,15:33:55,2010,-400,0,0
Kristian Høgsberg,Jun,8,15:29:14,2010,-400,6,0
Kristian Høgsberg,Jun,8,14:59:44,2010,-400,156,0
Kristian Høgsberg,Jun,8,14:08:30,2010,-400,99,0
Kristian Høgsberg,Jun,8,10:44:38,2010,-400,1,0
Kristian Høgsberg,Jun,7,12:23:01,2010,-400,1,0
Kristian Høgsberg,Jun,7,12:22:48,2010,-400,1,0
Kristian Høgsberg,Jun,6,22:44:12,2010,-400,5,0
Kristian Høgsberg,Jun,6,22:43:55,2010,-400,0,0
Kristian Høgsberg,Jun,6,22:23:21,2010,-400,117,0
Kristian Høgsberg,Jun,5,10:17:55,2010,-400,1022,0
Kristian Høgsberg,Jun,4,22:23:53,2010,-400,6,0
Kristian Høgsberg,Jun,4,22:14:28,2010,-400,29,0
Kristian Høgsberg,Jun,4,21:52:02,2010,-400,1577,0
Kristian Høgsberg,Jun,4,21:46:50,2010,-400,2125,0
nobled,Mar,25,19:47:11,2010,-400,1,0
Kristian Høgsberg,Mar,8,17:16:01,2010,-500,2,0
Kristian Høgsberg,Mar,3,9:54:29,2010,-500,68,0
Kristian Høgsberg,Feb,26,11:42:59,2010,-500,98,0
Kristian Høgsberg,Feb,26,10:28:44,2010,-500,114,0
Janusz Lewandowski,Jan,31,3:01:26,2010,100,2,0
Kristian Høgsberg,Jan,24,18:10:15,2010,-500,132,0
Kristian Høgsberg,Dec,21,10:36:21,2009,-500,1,0
Kristian Høgsberg,Dec,21,10:04:53,2009,-500,26,0
Kristian Høgsberg,Dec,16,14:43:37,2009,-500,30,0
Kristian Høgsberg,Dec,16,13:18:12,2009,-500,2,0
Kristian Høgsberg,Oct,1,16:43:54,2009,-400,1,0
Kristian Høgsberg,Sep,30,23:14:19,2009,-400,35,0
Kristian Høgsberg,Sep,28,13:08:50,2009,-400,2,0
Kristian Høgsberg,Sep,21,16:00:17,2009,-400,38,0
Kristian Høgsberg,Sep,21,15:10:24,2009,-400,13,0
Kristian Høgsberg,Sep,21,13:47:53,2009,-400,0,0
Kristian Høgsberg,Sep,21,13:46:45,2009,-400,1,0
Kristian Høgsberg,Sep,21,13:43:46,2009,-400,26,0
Kristian Høgsberg,Sep,18,17:29:49,2009,-400,4,0
Kristian Høgsberg,Sep,18,17:05:13,2009,-400,6,0
Kristian Høgsberg,Sep,18,17:04:20,2009,-400,1,0
Kristian Høgsberg,Sep,18,17:03:18,2009,-400,2,0
Kristian Høgsberg,Sep,18,17:02:41,2009,-400,1,0
Kristian Høgsberg,Sep,18,17:00:37,2009,-400,24,0
Kristian Høgsberg,Sep,18,16:57:55,2009,-400,4,0
Kristian Høgsberg,Sep,18,9:49:21,2009,-400,0,0
Kristian Høgsberg,Sep,18,9:47:34,2009,-400,9,0
Kristian Høgsberg,Sep,12,21:09:02,2009,-400,253,0
Kristian Høgsberg,Sep,12,21:08:48,2009,-400,1,0
Kristian Høgsberg,Sep,12,16:57:02,2009,-400,1,0
Kristian Høgsberg,Sep,12,16:42:07,2009,-400,24,0
Kristian Høgsberg,Sep,12,15:58:48,2009,-400,4,0
Kristian Høgsberg,Aug,14,11:15:18,2009,-400,5,0
Kristian Høgsberg,Aug,14,5:53:50,2009,-400,1,0
Kristian Høgsberg,May,28,20:23:31,2009,-400,10,0
Kristian Høgsberg,May,27,20:07:38,2009,-400,7,0
Kristian Høgsberg,May,27,17:47:15,2009,-400,50,0
Kristian Høgsberg,Mar,17,16:12:51,2009,-400,148,0
Kristian Høgsberg,Mar,10,23:40:35,2009,-400,39,0
Kristian Høgsberg,Mar,10,23:19:46,2009,-400,0,0
Kristian Høgsberg,Mar,10,23:17:00,2009,-400,7,0
Kristian Høgsberg,Mar,6,21:25:21,2009,-500,1,0
Kristian Høgsberg,Mar,6,21:24:01,2009,-500,14,0
Kristian Høgsberg,Mar,5,7:49:42,2009,-500,1,0
Kristian Høgsberg,Feb,23,22:37:14,2009,-500,17,0
Kristian Høgsberg,Feb,23,22:30:29,2009,-500,9,0
Kristian Høgsberg,Feb,23,21:06:05,2009,-500,0,0
Kristian Høgsberg,Feb,22,23:01:35,2009,-500,6,0
Kristian Høgsberg,Feb,22,22:30:10,2009,-500,0,0
Kristian Høgsberg,Feb,22,21:51:24,2009,-500,7,0
Kristian Høgsberg,Feb,22,20:59:44,2009,-500,3,0
Kristian Høgsberg,Feb,22,20:58:29,2009,-500,0,0
Kristian Høgsberg,Feb,22,20:57:57,2009,-500,2,0
Kristian Høgsberg,Feb,22,19:19:47,2009,-500,5,0
Kristian Høgsberg,Feb,21,15:42:25,2009,-500,3,0
Chris Wilson,Feb,21,15:22:06,2009,-500,5,0
Kristian Høgsberg,Feb,21,14:31:09,2009,-500,106,0
Kristian Høgsberg,Feb,16,0:26:22,2009,-500,1,0
Kristian Høgsberg,Feb,15,22:37:03,2009,-500,2,0
Kristian Høgsberg,Feb,14,17:47:55,2009,-500,5,0
Kristian Høgsberg,Feb,10,19:48:47,2009,-500,2,0
Kristian Høgsberg,Feb,10,18:30:14,2009,-500,1,0
Kristian Høgsberg,Feb,10,18:29:24,2009,-500,4,0
Kristian Høgsberg,Feb,10,14:20:26,2009,-500,71,0
Kristian Høgsberg,Feb,10,14:15:44,2009,-500,0,0
Kristian Høgsberg,Feb,9,15:17:46,2009,-500,9,0
Kristian Høgsberg,Jan,1,23:44:10,2001,-500,0,0
Kristian Høgsberg,Jan,1,22:24:24,2001,-500,0,0
Kristian Høgsberg,Jan,1,22:23:51,2001,-500,3,0
Kristian Høgsberg,Feb,5,22:59:16,2009,-500,2,0
Kristian Høgsberg,Jan,26,23:42:46,2009,-500,72,0
Kristian Høgsberg,Jan,26,23:07:00,2009,-500,70,0
Kristian Høgsberg,Jan,26,22:54:40,2009,-500,6,0
Kristian Høgsberg,Jan,26,21:38:14,2009,-500,37,0
Kristian Høgsberg,Jan,26,21:37:29,2009,-500,1,0
Kristian Høgsberg,Jan,16,8:13:00,2009,-500,7,0
Kristian Høgsberg,Jan,15,11:37:43,2009,-500,171,0
Kristian Høgsberg,Jan,16,7:47:28,2009,-500,2,0
Kristian Høgsberg,Jan,15,11:44:35,2009,-500,0,0
Kristian Høgsberg,Jan,15,12:45:49,2009,-500,4,0
Kristian Høgsberg,Jan,15,12:50:21,2009,-500,50,0
Kristian Høgsberg,Dec,31,16:24:16,2008,-500,0,0
Kristian Høgsberg,Dec,31,16:18:42,2008,-500,171,0
Kristian Høgsberg,Dec,30,14:31:33,2008,-500,34,0
Kristian Høgsberg,Dec,30,11:03:33,2008,-500,316,0
Kristian Høgsberg,Dec,30,10:53:20,2008,-500,3,0
Kristian Høgsberg,Dec,24,19:30:25,2008,-500,312,0
Kristian Høgsberg,Dec,22,18:06:49,2008,-500,52,0
Kristian Høgsberg,Dec,22,16:37:07,2008,-500,18,0
Kristian Høgsberg,Dec,22,12:14:50,2008,-500,77,0
Kristian Høgsberg,Dec,21,23:37:12,2008,-500,22,0
Kristian Høgsberg,Dec,21,22:50:32,2008,-500,6,0
Kristian Høgsberg,Dec,21,22:45:33,2008,-500,32,0
Kristian Høgsberg,Dec,21,21:54:51,2008,-500,16,0
Kristian Høgsberg,Dec,21,21:50:23,2008,-500,216,0
Kristian Høgsberg,Dec,21,20:25:16,2008,-500,61,0
Kristian Høgsberg,Dec,21,19:33:09,2008,-500,50,0
Kristian Høgsberg,Dec,21,19:30:01,2008,-500,4,0
Kristian Høgsberg,Dec,21,17:26:00,2008,-500,11,0
Ray Strode,Dec,20,2:00:49,2008,-500,0,0
Kristian Høgsberg,Dec,19,17:37:49,2008,-500,14,0
Ray Strode,Dec,19,14:28:02,2008,-500,3,0
Kristian Høgsberg,Dec,19,13:54:40,2008,-500,162,0
Kristian Høgsberg,Dec,19,13:47:53,2008,-500,1219,0
Kristian Høgsberg,Dec,19,12:13:42,2008,-500,56,0
Kristian Høgsberg,Dec,19,11:17:38,2008,-500,0,0
Kristian Høgsberg,Dec,19,10:34:02,2008,-500,68,0
Kristian Høgsberg,Dec,19,10:15:35,2008,-500,2,0
Ray Strode,Dec,19,1:45:41,2008,-500,5,0
Ray Strode,Dec,19,0:22:18,2008,-500,0,0
Ray Strode,Dec,18,23:05:43,2008,-500,0,0
Kristian Høgsberg,Dec,18,21:40:03,2008,-500,5,0
Ray Strode,Dec,18,21:05:20,2008,-500,1,0
Kristian Høgsberg,Dec,18,19:58:44,2008,-500,0,0
Kristian Høgsberg,Dec,18,17:55:33,2008,-500,29,0
Kristian Høgsberg,Dec,18,14:50:08,2008,-500,0,0
Kristian Høgsberg,Dec,18,13:18:02,2008,-500,0,0
Kristian Høgsberg,Dec,18,12:08:19,2008,-500,1,0
Kristian Høgsberg,Dec,15,20:35:24,2008,-500,342,0
Kristian Høgsberg,Dec,14,15:53:13,2008,-500,119,0
Kristian Høgsberg,Dec,14,15:52:34,2008,-500,0,0
Kristian Høgsberg,Dec,12,14:48:46,2008,-500,1,0
Kristian Høgsberg,Dec,12,13:48:30,2008,-500,9,0
Kristian Høgsberg,Dec,12,13:39:03,2008,-500,3,0
Kristian Høgsberg,Dec,12,12:00:02,2008,-500,47,0
Kristian Høgsberg,Dec,12,11:06:18,2008,-500,5,0
Kristian Høgsberg,Dec,12,11:05:17,2008,-500,11,0
Kristian Høgsberg,Dec,12,10:33:04,2008,-500,1,0
Kristian Høgsberg,Dec,12,10:26:04,2008,-500,0,0
Kristian Høgsberg,Dec,12,9:53:27,2008,-500,0,0
Kristian Høgsberg,Dec,11,23:27:27,2008,-500,6,0
Kristian Høgsberg,Dec,11,23:18:45,2008,-500,181,0
Kristian Høgsberg,Dec,10,17:31:44,2008,-500,1,0
Kristian Høgsberg,Dec,10,17:26:28,2008,-500,385,0
Kristian Høgsberg,Dec,10,13:44:23,2008,-500,2,0
Kristian Høgsberg,Dec,10,13:25:00,2008,-500,23,0
Kristian Høgsberg,Dec,10,13:16:50,2008,-500,36,0
Kristian Høgsberg,Dec,10,10:42:04,2008,-500,31,0
Kristian Høgsberg,Dec,10,0:40:50,2008,-500,85,0
Kristian Høgsberg,Dec,10,0:24:18,2008,-500,0,0
Kristian Høgsberg,Dec,9,13:35:35,2008,-500,9,0
Kristian Høgsberg,Dec,9,10:47:36,2008,-500,2,0
Kristian Høgsberg,Dec,8,22:22:25,2008,-500,48,0
Kristian Høgsberg,Dec,8,14:07:33,2008,-500,1,0
Kristian Høgsberg,Dec,8,14:06:56,2008,-500,1,0
Kristian Høgsberg,Dec,8,13:52:08,2008,-500,0,0
Kristian Høgsberg,Dec,8,13:50:07,2008,-500,40,0
Kristian Høgsberg,Dec,8,12:59:37,2008,-500,6,0
Kristian Høgsberg,Dec,8,12:20:40,2008,-500,11,0
Kristian Høgsberg,Dec,8,11:13:26,2008,-500,12,0
Kristian Høgsberg,Dec,8,9:57:08,2008,-500,3,0
Kristian Høgsberg,Dec,8,9:39:22,2008,-500,0,0
Kristian Høgsberg,Dec,8,0:23:55,2008,-500,17,0
Kristian Høgsberg,Dec,8,0:16:39,2008,-500,1,0
Kristian Høgsberg,Dec,8,0:07:49,2008,-500,0,0
Kristian Høgsberg,Dec,8,0:01:36,2008,-500,21,0
Kristian Høgsberg,Dec,7,23:17:31,2008,-500,9,0
Kristian Høgsberg,Dec,7,21:51:58,2008,-500,7,0
Kristian Høgsberg,Dec,7,19:59:11,2008,-500,321,0
Kristian Høgsberg,Dec,7,15:22:22,2008,-500,21,0
Kristian Høgsberg,Dec,5,11:20:30,2008,-500,1,0
Kristian Høgsberg,Dec,5,11:19:56,2008,-500,1,0
Kristian Høgsberg,Dec,5,11:13:50,2008,-500,111,0
Kristian Høgsberg,Dec,5,10:38:42,2008,-500,125,0
Kristian Høgsberg,Dec,4,22:48:50,2008,-500,66,0
Kristian Høgsberg,Dec,4,18:40:14,2008,-500,1,0
Kristian Høgsberg,Dec,2,18:28:23,2008,-500,24,0
Kristian Høgsberg,Dec,2,15:38:53,2008,-500,1,0
Kristian Høgsberg,Dec,2,15:18:38,2008,-500,4,0
Kristian Høgsberg,Dec,2,15:17:28,2008,-500,0,0
Kristian Høgsberg,Dec,2,15:16:11,2008,-500,268,0
Kristian Høgsberg,Dec,2,15:15:01,2008,-500,0,0
Kristian Høgsberg,Nov,28,19:12:45,2008,-500,38,0
Kristian Høgsberg,Nov,28,18:35:25,2008,-500,93,0
Kristian Høgsberg,Nov,28,17:06:06,2008,-500,91,0
Kristian Høgsberg,Nov,26,12:57:31,2008,-500,74,0
Kristian Høgsberg,Nov,25,23:18:29,2008,-500,0,0
Kristian Høgsberg,Nov,25,23:16:31,2008,-500,4,0
Kristian Høgsberg,Nov,25,22:53:28,2008,-500,56,0
Kristian Høgsberg,Nov,25,22:45:46,2008,-500,2,0
Kristian Høgsberg,Nov,25,22:40:39,2008,-500,81,0
Kristian Høgsberg,Nov,25,22:38:56,2008,-500,2,0
Kristian Høgsberg,Nov,25,18:10:39,2008,-500,5,0
Kristian Høgsberg,Nov,25,13:51:36,2008,-500,22,0
Kristian Høgsberg,Nov,25,12:12:05,2008,-500,9,0
Kristian Høgsberg,Nov,25,12:10:09,2008,-500,6,0
Kristian Høgsberg,Nov,24,11:32:43,2008,-500,1,0
Kristian Høgsberg,Nov,24,1:12:46,2008,-500,3,0
Kristian Høgsberg,Nov,24,0:31:49,2008,-500,40,0
Kristian Høgsberg,Nov,24,0:13:13,2008,-500,0,0
Kristian Høgsberg,Nov,24,0:12:20,2008,-500,152,0
Kristian Høgsberg,Nov,23,23:41:08,2008,-500,139,0
Kristian Høgsberg,Nov,23,19:10:23,2008,-500,1,0
Kristian Høgsberg,Nov,23,17:07:32,2008,-500,35,0
Kristian Høgsberg,Nov,21,21:31:54,2008,-500,59,0
Kristian Høgsberg,Nov,21,19:25:44,2008,-500,35,0
Kristian Høgsberg,Nov,19,0:49:39,2008,-500,46,0
Kristian Høgsberg,Nov,17,23:33:19,2008,-500,0,0
Kristian Høgsberg,Nov,17,22:23:55,2008,-500,9,0
Kristian Høgsberg,Nov,10,10:46:53,2008,-500,3,0
Kristian Høgsberg,Nov,9,9:15:46,2008,-500,5,0
Kristian Høgsberg,Nov,9,0:22:51,2008,-500,7,0
Kristian Høgsberg,Nov,8,23:27:27,2008,-500,6,0
Kristian Høgsberg,Nov,8,22:46:30,2008,-500,171,0
Kristian Høgsberg,Nov,8,18:53:37,2008,-500,39,0
Kristian Høgsberg,Nov,8,16:01:59,2008,-500,6,0
Kristian Høgsberg,Nov,8,15:39:41,2008,-500,55,0
Kristian Høgsberg,Nov,8,15:30:41,2008,-500,2,0
Kristian Høgsberg,Nov,8,15:06:01,2008,-500,74,0
Kristian Høgsberg,Nov,7,15:54:48,2008,-500,132,0
Kristian Høgsberg,Nov,7,14:27:23,2008,-500,94,0
Kristian Høgsberg,Nov,7,8:39:37,2008,-500,14,0
Kristian Høgsberg,Nov,6,10:38:17,2008,-500,32,0
Kristian Høgsberg,Nov,5,10:37:20,2008,-500,1,0
Kristian Høgsberg,Nov,5,7:55:45,2008,-500,0,0
Kristian Høgsberg,Nov,5,7:38:46,2008,-500,0,0
Kristian Høgsberg,Nov,3,15:31:30,2008,-500,9,0
Kristian Høgsberg,Nov,3,15:31:30,2008,-500,1,0
Kristian Høgsberg,Nov,3,11:42:01,2008,-500,1,0
Kristian Høgsberg,Nov,3,8:09:34,2008,-500,60,0
Kristian Høgsberg,Nov,3,6:59:52,2008,-500,8,0
Kristian Høgsberg,Nov,3,6:35:46,2008,-500,91,0
Kristian Høgsberg,Nov,2,18:51:48,2008,-500,1,0
Kristian Høgsberg,Nov,2,17:22:39,2008,-500,7,0
Kristian Høgsberg,Nov,2,17:11:51,2008,-500,11,0
Kristian Høgsberg,Nov,2,15:50:55,2008,-500,9,0
Kristian Høgsberg,Nov,2,15:28:22,2008,-500,6,0
Kristian Høgsberg,Nov,2,10:55:25,2008,-500,8,0
Kristian Høgsberg,Nov,2,10:55:25,2008,-500,208,0
Kristian Høgsberg,Nov,2,10:12:29,2008,-500,12,0
Kristian Høgsberg,Nov,1,17:25:33,2008,-400,0,0
Kristian Høgsberg,Oct,13,22:52:42,2008,-400,4,0
Kristian Høgsberg,Oct,13,22:51:56,2008,-400,11,0
Kristian Høgsberg,Oct,12,22:58:40,2008,-400,4,0
Kristian Høgsberg,Oct,12,12:56:11,2008,-400,4,0
Kristian Høgsberg,Oct,11,22:13:51,2008,-400,12,0
Kristian Høgsberg,Oct,11,21:37:55,2008,-400,6,0
Kristian Høgsberg,Oct,11,21:21:39,2008,-400,61,0
Kristian Høgsberg,Oct,11,19:40:01,2008,-400,0,0
Kristian Høgsberg,Oct,11,19:21:35,2008,-400,15,0
Kristian Høgsberg,Oct,11,18:40:23,2008,-400,44,0
Kristian Høgsberg,Oct,8,22:51:32,2008,-400,5,0
Kristian Høgsberg,Oct,8,13:32:07,2008,-400,123,0
Kristian Høgsberg,Oct,8,12:48:46,2008,-400,196,0
Kristian Høgsberg,Oct,8,10:47:59,2008,-400,45,0
Kristian Høgsberg,Oct,7,10:10:36,2008,-400,34,0
Kristian Høgsberg,Oct,7,10:10:36,2008,-400,178,0
Kristian Høgsberg,Sep,30,22:21:49,2008,-400,3,0
Kristian Høgsberg,Sep,30,9:46:10,2008,-400,0,0
